epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3139.89,0.77472,0.58591,1.24248,0.87693,0.79245,0.85517,0.48534,1.59029,0.88709,2.25146,0.000117687,0.000117687,0.000117687
185,3158.5,0.79972,0.57453,1.26015,0.86669,0.79691,0.85646,0.47964,1.58109,0.9034,2.21483,0.0001115,0.0001115,0.0001115
186,3174.83,0.77212,0.56245,1.24957,0.88303,0.79039,0.85301,0.47741,1.62532,0.89452,2.26897,0.000105312,0.000105312,0.000105312
187,3191.16,0.75903,0.56892,1.24176,0.8688,0.79266,0.85992,0.48644,1.5863,0.90152,2.22725,9.9125e-05,9.9125e-05,9.9125e-05
188,3209.21,0.75876,0.56589,1.23932,0.85135,0.81395,0.85786,0.48034,1.58706,0.90322,2.2284,9.29375e-05,9.29375e-05,9.29375e-05
189,3224.99,0.77767,0.55488,1.24615,0.87233,0.80837,0.86149,0.4827,1.58579,0.91372,2.22865,8.675e-05,8.675e-05,8.675e-05
190,3243.34,0.75798,0.56284,1.2407,0.87756,0.81823,0.86752,0.48769,1.595,0.90304,2.2386,8.05625e-05,8.05625e-05,8.05625e-05
191,3260.98,0.74142,0.52347,1.3465,0.84034,0.81323,0.8615,0.47854,1.634,0.87128,2.3144,7.4375e-05,7.4375e-05,7.4375e-05
192,3279.31,0.72072,0.45281,1.3212,0.83296,0.83241,0.8641,0.48613,1.59559,0.86263,2.24175,6.81875e-05,6.81875e-05,6.81875e-05
193,3295.86,0.69861,0.43737,1.29895,0.87493,0.79955,0.85919,0.48836,1.59459,0.86256,2.23807,6.2e-05,6.2e-05,6.2e-05
194,3312.2,0.68835,0.41768,1.27841,0.86526,0.80661,0.85642,0.48311,1.61936,0.87765,2.27837,5.58125e-05,5.58125e-05,5.58125e-05
195,3330.25,0.69625,0.41927,1.30127,0.87564,0.78603,0.85812,0.48096,1.5989,0.86964,2.26848,4.9625e-05,4.9625e-05,4.9625e-05
196,3345.84,0.6723,0.40831,1.27465,0.88117,0.79267,0.85014,0.47998,1.60685,0.8695,2.27925,4.34375e-05,4.34375e-05,4.34375e-05
197,3363.7,0.65279,0.40846,1.26859,0.86775,0.78522,0.8446,0.4792,1.62236,0.87828,2.29651,3.725e-05,3.725e-05,3.725e-05
198,3379.35,0.67729,0.40079,1.25465,0.85405,0.79822,0.84225,0.47483,1.62721,0.87329,2.29672,3.10625e-05,3.10625e-05,3.10625e-05
199,3396.97,0.66376,0.40368,1.24776,0.85943,0.7969,0.84544,0.47849,1.61819,0.87386,2.29111,2.4875e-05,2.4875e-05,2.4875e-05
200,3412.56,0.65643,0.39384,1.24608,0.86341,0.79182,0.85284,0.47979,1.6187,0.87763,2.29456,1.86875e-05,1.86875e-05,1.86875e-05
